system:index,plot_id,lng,lat,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,.geo
131,DP 36A,144.6194084,-38.25398122,5957.587916,1026.298284,5925.776507,5472.104414,5599.905998,5434.835606,6122.011439,6475.019504,6952.252236,7328.821675,5835.899839,7689.045168,2952.353278,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4563599,-38.07850558701072],[144.45631200345045,-38.07851095932398],[144.4562679194465,-38.07852664862986],[144.4562311570613,-38.078551406065706],[144.45620464257752,-38.0785832609476],[144.4561904865563,-38.07861967763437],[144.45618981583394,-38.07865775736228],[144.4562026838205,-38.0786944689852],[144.45622806624186,-38.07872689025379],[144.45626394266657,-38.078752440427884],[144.45630745732913,-38.07876908570551],[144.4563551464497,-38.078775501116276],[144.45640321395496,-38.07877117599076],[144.45644783365142,-38.0787564546108],[144.4564854537968,-38.07873250880399],[144.45651307982328,-38.078701244664465],[144.45652851270626,-38.078665150825316],[144.45653052400468,-38.07862710036104],[144.4565189536396,-38.07859012208926],[144.45649472263034,-38.078557159476645],[144.45645975977544,-38.07853083634016],[144.45641684811724,-38.07851324799338],[144.45636940341197,-38.07850579446208],[144.4563599,-38.07850558701072]]]}"
132,DP 36B,144.6194632,-38.25398327,5878.033759,1026.475268,5960.995156,5480.309262,5697.619404,5519.985763,6185.417437,6483.060326,6929.484955,7287.436812,5981.648613,7638.774989,2802.448114,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4564317,-38.07853924701072],[144.4563838034284,-38.07854461932397],[144.45633971940413,-38.07856030862986],[144.456302957002,-38.078585066065706],[144.45627644250604,-38.0786169209476],[144.4562622864783,-38.07865333763437],[144.45626161575564,-38.07869141736228],[144.4562744837481,-38.07872812898519],[144.45629986618118,-38.07876055025379],[144.45633574262237,-38.07878610042786],[144.456379257305,-38.07880274570552],[144.45642694644755,-38.078809161116276],[144.4564750139749,-38.07880483599076],[144.45651963369187,-38.07879011461079],[144.45655725385458,-38.07876616880398],[144.45658487989377,-38.07873490466446],[144.45660031278385,-38.078698810825315],[144.4566023240832,-38.07866076036104],[144.45659075371282,-38.07862378208925],[144.45656652269238,-38.078590819476645],[144.45653155982137,-38.07856449634016],[144.45648864814345,-38.07854690799337],[144.45644120341635,-38.07853945446207],[144.4564317,-38.07853924701072]]]}"
133,DP 34A,144.6193938,-38.25380098,2738.123405,1023.16916,1866.697756,1521.137264,2579.00044,2159.896392,1915.286626,1991.879015,2215.400352,2282.309723,2371.214474,2326.089969,1435.353278,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6498842,-38.22807361701073],[144.6498362051242,-38.22807898932392],[144.64979203062063,-38.22809467862967],[144.64975519276607,-38.228119436065334],[144.6497286238506,-38.228151290947054],[144.64971443876811,-38.228187707633715],[144.64971376666836,-38.22822578736162],[144.64972666107116,-38.22826249898463],[144.64975209559984,-38.2282949202534],[144.64978804567522,-38.22832047042766],[144.6498316496692,-38.22833711570546],[144.64987943669115,-38.22834353111628],[144.6499276028745,-38.22833920599072],[144.64997231417095,-38.228324484610624],[144.65001001154673,-38.22830053880362],[144.65003769428645,-38.22826927466392],[144.6500531588512,-38.228233180824674],[144.65005517427812,-38.228195130360376],[144.65004358015983,-38.22815815208868],[144.65001929940652,-38.22812518947624],[144.64998426477652,-38.22809886633993],[144.64994126502538,-38.228081277993304],[144.64989372292143,-38.22807382446208],[144.6498842,-38.22807361701073]]]}"
134,DP 34B,144.6194561,-38.25380491,2760.410448,1023.619403,1866.860184,1519.289947,2584.158033,2171.571115,1929.325285,1997.107112,2216.305312,2275.886743,2369.074407,2315.765803,1438.955224,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.649927,-38.228097787010725],[144.64987900510823,-38.22810315932393],[144.64983483058998,-38.22811884862968],[144.6497979927232,-38.22814360606533],[144.64977142379888,-38.22817546094706],[144.64975723871171,-38.228211877633726],[144.6497565666117,-38.22824995736162],[144.64976946101882,-38.22828666898463],[144.64979489555594,-38.2283190902534],[144.64983084564327,-38.22834464042766],[144.64987444965175,-38.22836128570546],[144.64992223668955,-38.22836770111628],[144.64997040288893,-38.228363375990725],[144.65001511420022,-38.22834865461062],[144.65005281158852,-38.228324708803626],[144.65008049433746,-38.22829344466393],[144.65009595890731,-38.22825735082467],[144.6500979743349,-38.22821930036038],[144.6500863802128,-38.228182322088685],[144.65006209945145,-38.228149359476234],[144.65002706480976,-38.22812303633993],[144.64998406504432,-38.2281054479933],[144.64993652292458,-38.22809799446208],[144.649927,-38.228097787010725]]]}"
135,DP 32A,144.6193301,-38.25361581,2705,1022.5,1839.511067,1478.264055,2420.784418,2025.237937,1794.399513,1915.168216,2207.102036,2293.098052,2293.744577,2348.945551,1430,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6495214,-38.22808143701072],[144.649473405119,-38.228086809323926],[144.64942923061068,-38.22810249862968],[144.6493923927522,-38.228127256065335],[144.64936582383385,-38.22815911094706],[144.64935163874983,-38.22819552763372],[144.64935096665002,-38.228233607361624],[144.6493638610542,-38.228270318984634],[144.64938929558562,-38.228302740253405],[144.64942524566487,-38.22832829042767],[144.64946884966355,-38.228344935705465],[144.6495166366906,-38.22835135111629],[144.64956480287913,-38.22834702599073],[144.64960951418038,-38.228332304610625],[144.64964721156022,-38.22830835880363],[144.6496748943029,-38.22827709466393],[144.64969035886932,-38.22824100082468],[144.64969237429648,-38.228202950360384],[144.64968078017696,-38.22816597208869],[144.64965649942104,-38.22813300947624],[144.64962146478726,-38.22810668633994],[144.64957846503148,-38.22808909799331],[144.64953092292242,-38.22808164446208],[144.6495214,-38.22808143701072]]]}"
136,DP 32B,144.6193905,-38.25361955,2705,1022.5,1834.688352,1479.941978,2446.561319,2037.988352,1805.327253,1919.953187,2191.077363,2279.475165,2294.159341,2327.666154,1430,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6495721,-38.22810013701073],[144.64952410510668,-38.22810550932393],[144.649479930587,-38.22812119862967],[144.64944309271905,-38.22814595606533],[144.64941652379386,-38.22817781094706],[144.6494023387062,-38.22821422763372],[144.6494016666062,-38.22825230736163],[144.6494145610137,-38.22828901898463],[144.64943999555166,-38.22832144025341],[144.64947594564015,-38.22834699042767],[144.64951954965005,-38.228363635705456],[144.6495673366894,-38.228370051116286],[144.64961550289033,-38.22836572599073],[144.64966021420304,-38.22835100461063],[144.6496979115926,-38.22832705880363],[144.6497255943424,-38.22829579466393],[144.64974105891278,-38.22825970082468],[144.64974307434045,-38.22822165036038],[144.64973148021795,-38.228184672088695],[144.64970719945578,-38.228151709476236],[144.64967216481298,-38.22812538633993],[144.64962916504615,-38.22810779799331],[144.64958162292487,-38.228100344462085],[144.6495721,-38.22810013701073]]]}"
137,DP 30A,144.6193053,-38.25345146,2705,1022.5,1804.388717,1475.571838,2521.801895,2083.132437,1823.299912,1912.450419,2147.946893,2215.464742,2301.814456,2252.277876,1430,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6497488,-38.228236457010716],[144.64970080501672,-38.22824182932393],[144.64965663041426,-38.22825751862967],[144.64961979247724,-38.22828227606533],[144.64959322350228,-38.22831413094705],[144.64957903838805,-38.22835054763372],[144.64957836628676,-38.22838862736162],[144.64959126071847,-38.22842533898463],[144.64961669530408,-38.22845776025339],[144.64965264545992,-38.22848331042766],[144.64969624955154,-38.22849995570546],[144.64974403668046,-38.228506371116275],[144.64979220297164,-38.228502045990716],[144.6498369143682,-38.22848732461062],[144.64987461182838,-38.228463378803625],[144.64990229463007,-38.22843211466393],[144.64991775922942,-38.22839602082467],[144.64991977466084,-38.228357970360385],[144.64990818051663,-38.22832099208868],[144.64988389970898,-38.22828802947624],[144.6498488650005,-38.228261706339936],[144.6498058651531,-38.228244117993306],[144.64975832294272,-38.228236664462074],[144.6497488,-38.228236457010716]]]}"
138,DP 30B,144.6193602,-38.25346362,2705.010601,1022.496908,1797.29417,1473.146643,2533.575972,2093.054549,1828.524956,1906.756846,2141.246687,2202.355345,2300.115724,2239.795053,1429.774293,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6497929,-38.22826337701073],[144.64974490499898,-38.22826874932393],[144.64970073038015,-38.22828443862968],[144.64966389242952,-38.22830919606533],[144.64963732344472,-38.22834105094706],[144.64962313832524,-38.22837746763373],[144.64962246622372,-38.22841554736163],[144.64963536066017,-38.22845225898463],[144.6496607952552,-38.2284846802534],[144.64969674542436,-38.228510230427666],[144.64974034953212,-38.22852687570546],[144.64978813667872,-38.228533291116285],[144.64983630298772,-38.22852896599073],[144.64988101440082,-38.22851424461063],[144.64991871187493,-38.228490298803635],[144.64994639468688,-38.22845903466394],[144.64996185929198,-38.22842294082468],[144.64996387472416,-38.22838489036038],[144.64995228057563,-38.22834791208869],[144.64992799975903,-38.228314949476236],[144.6498929650376,-38.22828862633994],[144.6498499651742,-38.228271037993316],[144.6498024229463,-38.228263584462084],[144.6497929,-38.22826337701073]]]}"
139,DP 28A,144.619299,-38.25327442,2705.017715,1022.521258,1790.950841,1435.78388,2360.701506,1990.064659,1780.016829,1875.312223,2151.30248,2209.879318,2231.967228,2266.661426,1430.492471,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6494039,-38.228238787010724],[144.6493559050152,-38.22824415932392],[144.64931173041134,-38.22825984862967],[144.64927489247316,-38.22828460606533],[144.64924832349735,-38.228316460947056],[144.64923413838264,-38.22835287763372],[144.64923346628134,-38.228390957361626],[144.64924636071342,-38.22842766898463],[144.64927179529985,-38.2284600902534],[144.64930774545687,-38.228485640427664],[144.6493513495499,-38.22850228570546],[144.64939913668033,-38.22850870111628],[144.64944730297307,-38.228504375990724],[144.64949201437105,-38.22848965461063],[144.64952971183243,-38.228465708803625],[144.649557394635,-38.22843444466393],[144.64957285923487,-38.22839835082467],[144.64957487466637,-38.22836030036038],[144.64956328052176,-38.22832332208869],[144.64953899971334,-38.22829035947624],[144.64950396500376,-38.22826403633994],[144.64946096515496,-38.228246447993314],[144.64941342294307,-38.22823899446208],[144.6494039,-38.228238787010724]]]}"
140,DP 28B,144.6193606,-38.25328138,2705,1022.5,1788.475896,1437.002433,2370.267581,1992.595533,1781.306502,1876.021008,2140.299425,2203.318222,2225.384564,2252.444494,1430,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6494501,-38.22826039701073],[144.64940210500095,-38.22826576932393],[144.64935793038393,-38.22828145862968],[144.64932109243477,-38.228306216065334],[144.6492945234511,-38.22833807094705],[144.64928033833218,-38.22837448763374],[144.64927966623068,-38.22841256736162],[144.64929256066662,-38.22844927898464],[144.6493179952606,-38.228481700253404],[144.6493539454283,-38.22850725042767],[144.64939754953426,-38.228523895705464],[144.6494453366789,-38.22853031111629],[144.64949350298596,-38.22852598599073],[144.64953821439718,-38.228511264610624],[144.6495759118698,-38.22848731880363],[144.6496035946806,-38.22845605466394],[144.64961905928504,-38.228419960824674],[144.64962107471715,-38.22838191036038],[144.6496094805691,-38.22834493208869],[144.64958519975346,-38.22831196947624],[144.64955016503345,-38.22828564633994],[144.6495071651719,-38.22826805799331],[144.64945962294587,-38.228260604462086],[144.6494501,-38.22826039701073]]]}"
141,DP 26A,144.6192613,-38.25309653,2695.985411,1022.070734,1774.485632,1449.323165,2423.784925,2006.963307,1782.985632,1871.492042,2100.740716,2174.702034,2203.372679,2208.342838,1411.541556,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6496248,-38.22837561701072],[144.64957680492492,-38.22838098932392],[144.64953263023793,-38.22839667862966],[144.64949579223045,-38.228421436065325],[144.64946922320462,-38.228453290947044],[144.64945503806328,-38.22848970763371],[144.6494543659607,-38.228527787361614],[144.64946726041705,-38.228564498984625],[144.64949269505132,-38.228596920253395],[144.64952864527598,-38.22862247042765],[144.64957224945104,-38.22863911570545],[144.64962003667137,-38.22864553111627],[144.64966820305472,-38.22864120599072],[144.6497129145368,-38.22862648461062],[144.6497506120691,-38.228602538803614],[144.64977829492375,-38.22857127466392],[144.6497937595527,-38.22853518082467],[144.64979577498798,-38.228497130360374],[144.64978418082157,-38.22846015208868],[144.64975989996748,-38.22842718947623],[144.64972486519198,-38.228400866339925],[144.64968186526232,-38.2283832779933],[144.64963432296096,-38.22837582446207],[144.6496248,-38.22837561701072]]]}"
142,DP 26B,144.619317,-38.25310345,2693.421422,1021.948639,1770.828139,1452.913301,2436.395303,2006.835601,1783.00856,1868.620061,2093.813213,2167.368525,2193.740123,2204.147937,1406.291484,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.64966920000003,-38.22840144701072],[144.64962120490787,-38.22840681932392],[144.64957703020522,-38.22842250862967],[144.64954019218465,-38.228447266065324],[144.6495136231494,-38.22847912094705],[144.649499438003,-38.22851553763372],[144.64949876590023,-38.22855361736161],[144.64951166036113,-38.22859032898463],[144.64953709500443,-38.2286227502534],[144.64957304524185,-38.228648300427665],[144.6496166494324,-38.228664945705454],[144.6496644366697,-38.22867136111628],[144.64971260307016,-38.228667035990725],[144.6497573145681,-38.22865231461061],[144.6497950121138,-38.22862836880362],[144.6498226949783,-38.228597104663926],[144.64983815961273,-38.22856101082467],[144.64984017504872,-38.22852296036038],[144.6498285808782,-38.22848598208868],[144.64980430001546,-38.228453019476234],[144.64976926522755,-38.22842669633994],[144.64972626528257,-38.2284091079933],[144.64967872296435,-38.228401654462075],[144.64966920000003,-38.22840144701072]]]}"
143,DP 24A,144.6192562,-38.25290712,2687.214066,1022.715385,1756.127473,1411.72022,2346.245714,1975.049451,1725.328132,1828.490769,2094.634286,2167.456923,2195.310549,2203.308791,1425.658462,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6492829,-38.22838854701072],[144.6492349049164,-38.22839391932392],[144.64919073022153,-38.22840960862966],[144.64915389220752,-38.22843436606532],[144.64912732317697,-38.22846622094704],[144.64911313803307,-38.22850263763372],[144.64911246593041,-38.228540717361604],[144.64912536038904,-38.22857742898463],[144.64915079502785,-38.22860985025339],[144.64918674525887,-38.228635400427656],[144.6492303494417,-38.22865204570545],[144.64927813667052,-38.22865846111627],[144.64932630306242,-38.228654135990716],[144.64937101455246,-38.22863941461061],[144.64940871209149,-38.228615468803625],[144.64943639495104,-38.228584204663925],[144.64945185958274,-38.22854811082466],[144.6494538750184,-38.22851006036038],[144.6494422808499,-38.22847308208868],[144.6494179999915,-38.22844011947623],[144.64938296520978,-38.22841379633993],[144.64933996527245,-38.228396207993306],[144.64929242296265,-38.22838875446207],[144.6492829,-38.22838854701072]]]}"
144,DP 24B,144.6193073,-38.25291401,2687.516086,1022.222785,1752.465624,1412.5,2347.258484,1979.366241,1732.349493,1829.033275,2078.950419,2148.637065,2181.999559,2184.140591,1412.082415,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6493325,-38.22841012701072],[144.64928450490214,-38.228415499323916],[144.6492403301942,-38.228431188629656],[144.64920349216922,-38.22845594606532],[144.64917692313082,-38.22848780094704],[144.64916273798272,-38.22852421763371],[144.64916206587986,-38.22856229736161],[144.6491749603423,-38.228599008984624],[144.64920039498867,-38.228631430253394],[144.64923634523035,-38.22865698042766],[144.6492799494261,-38.22867362570544],[144.6493277366691,-38.22868004111627],[144.6493759030753,-38.22867571599071],[144.6494206145786,-38.228660994610614],[144.64945831212881,-38.22863704880362],[144.64948599499658,-38.22860578466391],[144.64950145963286,-38.22856969082466],[144.6495034750691,-38.228531640360366],[144.6494918808972,-38.22849466208867],[144.64946760003158,-38.22846169947622],[144.64943256523947,-38.228435376339924],[144.6493895652894,-38.2284177879933],[144.64934202296547,-38.22841033446207],[144.6493325,-38.22841012701072]]]}"
145,DP 22A,144.6191938,-38.25272875,2684,1021.5,1751.443177,1426.135147,2351.415533,1969.671128,1754.502852,1836.01821,2064.562527,2134.741773,2155.15226,2171.022817,1387,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6494717,-38.22853710701073],[144.64942370481833,-38.22854247932393],[144.6493795300333,-38.228558168629675],[144.64934269194399,-38.22858292606533],[144.6493161228592,-38.228614780947055],[144.64930193768635,-38.228651197633724],[144.6493012655823,-38.22868927736162],[144.64931416006726,-38.228725988984635],[144.649339594758,-38.2287584102534],[144.64937554506247,-38.22878396042766],[144.64941914933434,-38.22880060570546],[144.64946693666076,-38.22880702111628],[144.64951510315106,-38.22880269599073],[144.6495598147324,-38.228787974610626],[144.64959751234844,-38.22876402880363],[144.64962519526455,-38.22873276466393],[144.6496406599278,-38.228696670824675],[144.64964267536757,-38.22865862036038],[144.64963108117544,-38.22862164208868],[144.6496068002674,-38.22858867947624],[144.64957176541415,-38.22856235633994],[144.649528765389,-38.228544767993306],[144.6494812229821,-38.22853731446208],[144.6494717,-38.22853710701073]]]}"
146,DP 22B,144.6192455,-38.25273003,2684,1021.5,1754.988967,1431.691086,2351.800088,1965.846205,1759.770962,1841.307149,2070.652692,2140.786408,2141.039276,2180.943513,1387,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6495156,-38.22856310701072],[144.6494676048012,-38.228568479323926],[144.64942343000035,-38.228584168629666],[144.6493865918979,-38.22860892606533],[144.64936002280362,-38.22864078094705],[144.64934583762567,-38.22867719763372],[144.6493451655214,-38.228715277361616],[144.64935806001097,-38.22875198898463],[144.6493834947108,-38.2287844102534],[144.64941944502812,-38.228809960427654],[144.64946304931556,-38.22882660570545],[144.6495108366591,-38.22883302111628],[144.6495590031666,-38.228828695990714],[144.6496037147639,-38.22881397461062],[144.6496414123934,-38.228790028803616],[144.6496690953194,-38.22875876466392],[144.64968455998823,-38.228722670824666],[144.64968657542872,-38.228684620360376],[144.6496749812324,-38.22864764208868],[144.64965070031573,-38.22861467947623],[144.64961566544994,-38.228588356339934],[144.64957266540938,-38.228570767993304],[144.64952512298552,-38.22856331446208],[144.6495156,-38.22856310701072]]]}"
147,DM 1A,144.6501879,-38.22742871,2645.047766,1022.337682,1745.432552,1404.736842,2319.467935,1920.844096,1682.428571,1787.886776,2069.800752,2152.178461,2154.411986,2200.533835,1408.360902,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6491465,-38.228529967010715],[144.6490985048231,-38.228535339323926],[144.64905433004236,-38.228551028629674],[144.64901749195667,-38.22857578606533],[144.6489909228745,-38.228607640947054],[144.64897673770304,-38.22864405763372],[144.64897606559904,-38.228682137361616],[144.64898896008276,-38.228718848984634],[144.649014394771,-38.2287512702534],[144.64905034507194,-38.228776820427655],[144.64909394933952,-38.22879346570546],[144.64914173666128,-38.22879988111628],[144.64918990314683,-38.228795555990715],[144.64923461472378,-38.22878083461062],[144.6492723123361,-38.228756888803616],[144.6492999952495,-38.22872562466393],[144.64931545991126,-38.22868953082467],[144.6493174753508,-38.22865148036038],[144.64930588115982,-38.22861450208868],[144.64928160025417,-38.22858153947623],[144.64924656540433,-38.228555216339934],[144.6492035653834,-38.228537627993305],[144.64915602298117,-38.22853017446208],[144.6491465,-38.228529967010715]]]}"
148,DM 1B,144.6502474,-38.22744375,2652.070956,1022.186646,1740.563464,1403.447554,2327.308506,1931.222345,1692.704936,1792.096078,2055.005289,2130.184222,2144.885853,2174.211767,1404.509476,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6491914,-38.22855107701072],[144.64914340480914,-38.228556449323925],[144.6490992300156,-38.22857213862967],[144.64906239191924,-38.22859689606533],[144.64903582282935,-38.22862875094706],[144.64902163765373,-38.22866516763372],[144.6490209655496,-38.22870324736162],[144.64903386003704,-38.22873995898463],[144.64905929473264,-38.22877238025341],[144.649095245044,-38.22879793042766],[144.64913884932426,-38.22881457570546],[144.64918663665986,-38.22882099111629],[144.6492348031594,-38.22881666599073],[144.64927951474934,-38.22880194461062],[144.64931721237258,-38.22877799880363],[144.649344895294,-38.228746734663936],[144.6493603599603,-38.22871064082467],[144.64936237540044,-38.22867259036038],[144.64935078120604,-38.22863561208869],[144.64932650029337,-38.22860264947624],[144.64929146543338,-38.22857632633994],[144.64924846539998,-38.22855873799331],[144.64920092298394,-38.22855128446208],[144.6491914,-38.22855107701072]]]}"
149,DM 2A,144.6504589,-38.22755463,2677.242357,1021.645326,1746.070226,1415.025255,2340.664821,1959.736819,1747.248782,1826.546522,2056.755206,2115.675454,2134.24568,2158.5144,1390.705804,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.649344,-38.22868854701072],[144.64929600471845,-38.228693919323916],[144.6492518298414,-38.228709608629664],[144.6492149916754,-38.228734366065325],[144.6491884225353,-38.22876622094705],[144.6491742373329,-38.22880263763372],[144.64917356522747,-38.22884071736161],[144.64918645973924,-38.22887742898463],[144.649211894483,-38.228909850253395],[144.6492478448623,-38.228935400427666],[144.64929144922493,-38.228952045705455],[144.64933923665086,-38.22895846111627],[144.64938740324146,-38.22895413599072],[144.6494321149159,-38.22893941461062],[144.6494698126104,-38.22891546880362],[144.64949749558414,-38.22888420466392],[144.64951296027962,-38.22884811082467],[144.64951497572358,-38.22881006036038],[144.6495033815073,-38.22877308208867],[144.64947910054875,-38.22874011947623],[144.6494440656225,-38.22871379633993],[144.64940106550782,-38.2286962079933],[144.64935352300193,-38.22868875446207],[144.649344,-38.22868854701072]]]}"
150,DM 2B,144.6505046,-38.22757522,2682.105403,1021.540744,1747.943534,1418.347653,2341.076838,1964.181355,1758.006864,1835.64659,2059.292958,2119.733392,2126.780115,2157.335917,1388.038973,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.649384,-38.22871020701073],[144.6493360047041,-38.228715579323925],[144.64929182981393,-38.22873126862967],[144.64925499163695,-38.22875602606533],[144.64922842248896,-38.22878788094705],[144.6492142372823,-38.22882429763372],[144.6492135651767,-38.228862377361615],[144.64922645969233,-38.228899088984626],[144.64925189444364,-38.228931510253396],[144.64928784483362,-38.22895706042766],[144.64933144920926,-38.22897370570546],[144.64937923664945,-38.22898012111628],[144.64942740325435,-38.22897579599072],[144.6494721149421,-38.228961074610616],[144.64950981264784,-38.22893712880362],[144.64953749562983,-38.22890586466393],[144.64955296032994,-38.22886977082467],[144.6495549757745,-38.22883172036038],[144.64954338155474,-38.22879474208868],[144.64951910058895,-38.22876177947623],[144.64948406565227,-38.22873545633993],[144.64944106552477,-38.2287178679933],[144.64939352300473,-38.22871041446208],[144.649384,-38.22871020701073]]]}"
151,DM 3A,144.6500627,-38.22759769,2637.5,1022.5,1741.225516,1412.408871,2279.895257,1885.640316,1661.205094,1765.47892,2063.258235,2151.797101,2112.90426,2227.897453,1412.5,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6490228,-38.22867233701072],[144.64897480472914,-38.228677709323925],[144.64893062986195,-38.228693398629666],[144.64889379170415,-38.22871815606532],[144.64886722256998,-38.228750010947046],[144.64885303737074,-38.22878642763372],[144.64885236526544,-38.22882450736162],[144.64886525977437,-38.228861218984626],[144.64889069451243,-38.228893640253396],[144.64892664488374,-38.22891919042767],[144.64897024923667,-38.22893583570545],[144.64901803665194,-38.22894225111628],[144.64906620323177,-38.22893792599072],[144.64911091489628,-38.22892320461062],[144.64914861258237,-38.22889925880363],[144.64917629554995,-38.22886799466392],[144.64919176024196,-38.228831900824666],[144.6491937756855,-38.228793850360375],[144.64918218147176,-38.22875687208869],[144.64915790051862,-38.22872390947624],[144.64912286560022,-38.228697586339926],[144.6490798654951,-38.2286799979933],[144.64903232299983,-38.22867254446207],[144.6490228,-38.22867233701072]]]}"
152,DM 3B,144.6501141,-38.22761474,2637.5,1022.5,1738.128471,1410.433892,2289.306743,1896.563023,1672.82922,1769.00022,2048.674086,2130.416703,2107.75011,2206.671882,1412.5,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6490713,-38.22869066701072],[144.64902330471702,-38.22869603932392],[144.6489791298387,-38.22871172862966],[144.64894229167163,-38.22873648606533],[144.64891572253075,-38.22876834094705],[144.64890153732793,-38.22880475763372],[144.64890086522246,-38.22884283736162],[144.64891375973465,-38.22887954898462],[144.6489391944791,-38.2289119702534],[144.64897514485946,-38.22893752042766],[144.6490187492234,-38.22895416570545],[144.64906653665074,-38.228960581116276],[144.6491147032427,-38.22895625599072],[144.64915941491844,-38.228941534610605],[144.64919711261405,-38.22891758880362],[144.6492247955886,-38.22888632466392],[144.64924026028453,-38.22885023082466],[144.64924227572857,-38.22881218036037],[144.6492306815119,-38.22877520208868],[144.64920640055266,-38.228742239476226],[144.64917136562542,-38.22871591633992],[144.64912836550945,-38.2286983279933],[144.6490808230022,-38.228690874462075],[144.6490713,-38.22869066701072]]]}"
153,DM 4A,144.65032,-38.22771317,2649.597179,1021.975981,1739.858308,1415.853019,2334.615469,1944.267078,1726.088806,1816.142794,2033.588145,2101.768621,2126.259145,2160.617453,1399.90877,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.649201,-38.22883164701073],[144.64915300462403,-38.228837019323926],[144.64910882966004,-38.228852708629674],[144.64907199142158,-38.22887746606533],[144.64904542222922,-38.228909320947054],[144.6490312369989,-38.22894573763373],[144.64903056489212,-38.228983817361616],[144.64904345942932,-38.22902052898464],[144.64906889422306,-38.229052950253404],[144.6491048446731,-38.22907850042767],[144.64914844912155,-38.229095145705465],[144.6491962366415,-38.22910156111628],[144.64924440332686,-38.22909723599073],[144.64928911508926,-38.229082514610624],[144.6493268128579,-38.22905856880364],[144.64935449588614,-38.22902730466394],[144.64936996061203,-38.228991210824674],[144.64937197605997,-38.22895316036038],[144.64936038182086,-38.22891618208868],[144.64933610081454,-38.22888321947624],[144.64930106581937,-38.228856896339934],[144.64925806562007,-38.22883930799331],[144.64921052302066,-38.22883185446208],[144.649201,-38.22883164701073]]]}"
154,DM 4B,144.650365,-38.22774114,2653.529568,1021.836717,1738.426302,1415.636584,2343.234334,1953.591792,1737.92917,1825.897396,2031.829656,2098.860106,2129.020079,2152.047661,1392.552515,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.649242,-38.22885466701072],[144.64919400460877,-38.22886003932393],[144.6491498296309,-38.22887572862967],[144.64911299138075,-38.22890048606533],[144.64908642217998,-38.228932340947054],[144.64907223694516,-38.22896875763372],[144.64907156483818,-38.22900683736161],[144.64908445937942,-38.22904354898463],[144.64910989418124,-38.2290759702534],[144.64914584464265,-38.229101520427655],[144.64918944910488,-38.22911816570546],[144.64923723663995,-38.22912458111628],[144.64928540334054,-38.22912025599072],[144.64933011511712,-38.22910553461062],[144.6493678128977,-38.22908158880362],[144.6493954959347,-38.22905032466392],[144.64941096066548,-38.22901423082467],[144.64941297611404,-38.22897618036038],[144.6494013818713,-38.228939202088675],[144.64937710085727,-38.22890623947623],[144.64934206585102,-38.22887991633993],[144.64929906563813,-38.2288623279933],[144.64925152302368,-38.22885487446208],[144.649242,-38.22885466701072]]]}"
155,DM 5A,144.649917,-38.22776447,2528.752975,1016.563244,1611.556413,1339.947995,2199.886955,1849.1829,1672.871309,1784.143455,2001.063464,2064.087263,2021.746805,2125.489643,1300.253636,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6197955,-38.251721457010724],[144.6197474895111,-38.251726829323914],[144.61970330063724,-38.25174251862964],[144.61966645079903,-38.251767276065266],[144.61963987324043,-38.25179913094697],[144.61962568354338,-38.25183554763362],[144.61962501122488,-38.25187362736151],[144.61963790982227,-38.251910338984544],[144.619663352625,-38.251942760253336],[144.61969931439526,-38.25196831042763],[144.61974293257407,-38.251984955705446],[144.6197907351416,-38.25199137111628],[144.6198389169939,-38.25198704599071],[144.61988364283536,-38.25197232461059],[144.61992135247445,-38.25194837880357],[144.61994904421957,-38.25191711466384],[144.619964513815,-38.25188102082457],[144.61996652989748,-38.25184297036027],[144.6199549320075,-38.25180599208859],[144.61993064335545,-38.25177302947617],[144.61989559732834,-38.2517467063399],[144.61985258358902,-38.25172911799329],[144.61980502601932,-38.251721664462075],[144.6197955,-38.251721457010724]]]}"
