system:index,plot_id,lng,lat,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,.geo
61,PVS 16A,144.6780728,-38.20213963,5041.849794,1027.276749,5449.401822,4441.887419,5064.975015,4756.441652,5033.944297,5089.371693,5362.351999,5539.654468,6013.66167,5636.613169,3449.641975,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4574027,-38.07681349701072],[144.45735480455866,-38.076818869323965],[144.4573107215747,-38.076834558629855],[144.45727396004008,-38.0768593160657],[144.4572474461698,-38.076891170947604],[144.45723329047613,-38.07692758763437],[144.4572326197693,-38.07696566736228],[144.45724548745812,-38.0770023789852],[144.4572708692922,-38.07703480025379],[144.4573067448868,-38.077060350427864],[144.45735025854253,-38.07707699570551],[144.45739794655972,-38.07708341111627],[144.45744601295277,-38.07707908599076],[144.45749063161682,-38.07706436461079],[144.45752825089173,-38.07704041880398],[144.45755587627903,-38.07700915466446],[144.45757130880494,-38.07697306082532],[144.45757332005678,-38.07693501036104],[144.45756174995944,-38.07689803208926],[144.45753751951085,-38.07686506947665],[144.4575025574649,-38.07683874634015],[144.4574596467996,-38.07682115799338],[144.4574122031921,-38.07681370446207],[144.4574027,-38.07681349701072]]]}"
62,PVS 16B,144.6780818,-38.20217738,5175.07016,1027.761632,5736.662704,4720.106121,5225.963893,4952.396742,5298.469544,5373.063408,5677.967856,5845.890503,6252.027301,5973.403053,3550.737854,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.45741530000004,-38.076865397010735],[144.4573674045247,-38.07687076932398],[144.45732332150945,-38.076886458629865],[144.45728655994873,-38.07691121606571],[144.45726004605964,-38.076943070947614],[144.45724589035592,-38.07697948763438],[144.45724521964863,-38.07701756736229],[144.4572580873466,-38.07705427898521],[144.45728346919867,-38.0770867002538],[144.45731934481873,-38.077112250427874],[144.45736285850535,-38.07712889570552],[144.45741054655636,-38.07713531111628],[144.45745861298354,-38.07713098599077],[144.45750323167923,-38.0771162646108],[144.45754085098088,-38.07709231880399],[144.45756847638776,-38.07706105466447],[144.45758390892462,-38.07702496082534],[144.4575859201779,-38.07698691036105],[144.45757435007235,-38.07694993208927],[144.45755011960654,-38.076916969476656],[144.4575151575358,-38.07689064634017],[144.45747224684004,-38.07687305799338],[144.45742480319888,-38.07686560446208],[144.45741530000004,-38.076865397010735]]]}"
63,PVS 18A,144.6782204,-38.20211655,4002.837001,1024.852553,3298.108862,2664.886004,3508.489583,3133.116344,3039.155223,3183.996772,3469.204519,3616.841109,3782.992958,3711.39686,2198.745305,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4573243,-38.07639625701072],[144.45727640483193,-38.07640162932398],[144.4572323220995,-38.076417318629865],[144.45719556077458,-38.07644207606571],[144.45716904705557,-38.07647393094762],[144.45715489144266,-38.0765103476344],[144.45715422073965,-38.07654842736229],[144.45716708835505,-38.07658513898521],[144.45719247004433,-38.0766175602538],[144.45722834543426,-38.07664311042788],[144.45727185884178,-38.07665975570552],[144.45731954658686,-38.07666617111628],[144.4573676127057,-38.07666184599076],[144.45741223111514,-38.076647124610794],[144.4574498501755,-38.07662317880399],[144.45747747540514,-38.076591914664476],[144.45749290784303,-38.07655582082533],[144.45749491908342,-38.07651777036105],[144.45748334905207,-38.07648079208927],[144.4574591187417,-38.076447829476656],[144.45742415689526,-38.07642150634016],[144.45738124647474,-38.07640391799338],[144.4573338031379,-38.076396464462086],[144.4573243,-38.07639625701072]]]}"
64,PVS 18B,144.6782196,-38.2021595,4010.29305,1024.770252,3433.500221,2762.906596,3553.906891,3198.283164,3112.831489,3257.579755,3526.107717,3682.5287,3872.888741,3773.64232,2214.175299,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4573531,-38.07645901701073],[144.4573052047908,-38.07646438932398],[144.45726112202053,-38.07648007862987],[144.4572243606641,-38.076504836065716],[144.45719784692233,-38.07653669094762],[144.45718369129727,-38.076573107634395],[144.45718302059367,-38.07661118736229],[144.45719588822016,-38.07664789898521],[144.4572212699312,-38.07668032025381],[144.45725714535192,-38.07670587042788],[144.45730065879675,-38.076722515705534],[144.45734834658276,-38.076728931116286],[144.45739641274284,-38.07672460599077],[144.4574410311906,-38.0767098846108],[144.4574786502832,-38.076685938804],[144.4575062755366,-38.076654674664475],[144.4575217079877,-38.07661858082533],[144.4575237192298,-38.076580530361056],[144.45751214918855,-38.07654355208928],[144.4574879188574,-38.07651058947666],[144.45745295698092,-38.076484266340174],[144.4574100465236,-38.07646667799338],[144.45736260314604,-38.076459224462084],[144.4573531,-38.07645901701073]]]}"
65,PVS 20A,144.6784341,-38.20211485,4639.960628,1025.429248,5005.925104,4198.375962,4814.342954,4431.330225,4556.528715,4644.842806,4880.180136,5159.357756,5646.253552,5352.717436,2912.824008,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4575703,-38.07670416701071],[144.45752240463025,-38.076709539323964],[144.45747832171222,-38.07672522862986],[144.45744156023258,-38.0767499860657],[144.4574150464019,-38.0767818409476],[144.4574008907294,-38.07681825763438],[144.45740022002357,-38.07685633736228],[144.45741308769317,-38.07689304898519],[144.4574384694893,-38.0769254702538],[144.45747434503028,-38.076951020427856],[144.45751785862097,-38.07696766570552],[144.45756554656683,-38.076974081116276],[144.45761361288803,-38.07696975599076],[144.45765823148537,-38.07695503461079],[144.45769585070408,-38.07693108880398],[144.45772347605006,-38.07689982466446],[144.45773890855287,-38.07686373082532],[144.45774091980175,-38.07682568036104],[144.45772934972172,-38.07678870208926],[144.4577051193093,-38.076755739476646],[144.45767015731565,-38.07672941634016],[144.45762724671448,-38.07671182799337],[144.45757980317788,-38.07670437446206],[144.4575703,-38.07670416701071]]]}"
66,PVS 20B,144.6784383,-38.20215193,5063.563482,1026.567591,5446.988258,4633.466755,5123.919712,4794.693527,5035.965654,5107.154851,5396.694114,5677.072655,6090.69705,5900.714076,3251.608249,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4576067,-38.07677639701071],[144.45755880458296,-38.07678176932397],[144.45751472162135,-38.076797458629855],[144.45747796010542,-38.07682221606571],[144.45745144624857,-38.076854070947604],[144.45743729056207,-38.07689048763439],[144.4574366198556,-38.07692856736228],[144.45744948753787,-38.0769652789852],[144.4574748693591,-38.076997700253784],[144.4575107449355,-38.07702325042787],[144.45755425856916,-38.07703989570551],[144.45760194656214,-38.07704631111627],[144.4576500129308,-38.07704198599075],[144.45769463157222,-38.0770272646108],[144.45773225082806,-38.07700331880398],[144.45775987620132,-38.076972054664466],[144.45777530871942,-38.076935960825324],[144.45777731997026,-38.07689791036105],[144.45776574987877,-38.07686093208926],[144.45774151944246,-38.076827969476646],[144.45770655741424,-38.07680164634016],[144.45766364677073,-38.07678405799338],[144.45761620318729,-38.076776604462076],[144.4576067,-38.07677639701071]]]}"
67,DP 1A,144.6203962,-38.25124137,4013.297341,1024.211841,3206.098722,2645.81901,3380.718084,2970.657705,2882.198178,3009.571617,3299.467166,3526.896577,3612.891141,3650.83326,2340.109593,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4574711,-38.07634158701073],[144.4574232048677,-38.076346959323985],[144.4573791221682,-38.07636264862987],[144.4573423608708,-38.07638740606571],[144.4573158471716,-38.07641926094762],[144.45730169156926,-38.07645567763439],[144.45730102086677,-38.07649375736229],[144.45731388847256,-38.076530468985204],[144.45733927014285,-38.076562890253804],[144.45737514550598,-38.076588440427884],[144.45741865888093,-38.07660508570552],[144.4574663465904,-38.07661150111628],[144.45751441267328,-38.076607175990766],[144.4575590310494,-38.076592454610804],[144.4575966500816,-38.076568508803994],[144.4576242752906,-38.076537244664465],[144.45763970771696,-38.07650115082533],[144.45764171895584,-38.07646310036105],[144.45763014893316,-38.07642612208927],[144.4576059186409,-38.07639315947666],[144.45757095682058,-38.07636683634016],[144.45752804643215,-38.076349247993384],[144.45748060313076,-38.07634179446208],[144.4574711,-38.07634158701073]]]}"
68,DP 1B,144.6204436,-38.25126913,4018.774488,1024.178524,3353.356164,2773.451171,3461.705995,3038.074532,2955.369421,3080.128885,3370.356017,3627.248932,3720.799087,3747.957137,2350.272794,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.457504,-38.076399147010726],[144.45745610483002,-38.07640451932397],[144.4574120220958,-38.07642020862987],[144.4573752607695,-38.076444966065715],[144.45734874704942,-38.07647682094761],[144.45733459143594,-38.07651323763438],[144.4573339207329,-38.07655131736228],[144.45734678834884,-38.0765880289852],[144.45737217003912,-38.0766204502538],[144.45740804543047,-38.07664600042788],[144.45745155883967,-38.07666264570552],[144.45749924658665,-38.07666906111627],[144.45754731270736,-38.07666473599076],[144.45759193111863,-38.0766500146108],[144.45762955018043,-38.07662606880398],[144.45765717541119,-38.07659480466447],[144.45767260784967,-38.07655871082533],[144.45767461909014,-38.07652066036105],[144.45766304905834,-38.07648368208926],[144.457638818747,-38.076450719476654],[144.45760385689917,-38.07642439634016],[144.45756094647697,-38.07640680799338],[144.45751350313824,-38.076399354462076],[144.457504,-38.076399147010726]]]}"
69,DP 2A,144.6205075,-38.25132738,4500.21833,1025.248337,5144.390835,4680.833407,4718.567332,4277.410939,4475.001922,4737.464893,5128.308204,5519.152254,5472.817738,5839.477162,2729.521064,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4577292,-38.076660187010724],[144.45768130465905,-38.07666555932397],[144.4576372217675,-38.07668124862987],[144.45760046030998,-38.07670600606571],[144.45757394649524,-38.07673786094761],[144.45755979083125,-38.076774277634385],[144.45755912012584,-38.076812357362286],[144.45757198778767,-38.0768490689852],[144.45759736956856,-38.076881490253804],[144.45763324508798,-38.07690704042787],[144.4576767586525,-38.07692368570552],[144.45772444656967,-38.07693010111628],[144.457772512862,-38.07692577599076],[144.45781713143248,-38.076911054610804],[144.45785475062854,-38.07688710880399],[144.45788237595792,-38.076855844664465],[144.4578978084515,-38.07681975082533],[144.45789981969915,-38.07678170036105],[144.45788824962605,-38.07674472208927],[144.45786401922823,-38.07671175947665],[144.4578290572556,-38.07668543634016],[144.45778614668023,-38.076667847993384],[144.45773870317217,-38.076660394462074],[144.4577292,-38.076660187010724]]]}"
70,DP 2B,144.6205594,-38.25134973,4818.581347,1026.068255,5434.547073,4942.29744,4974.495881,4577.531774,4841.539423,5065.56296,5461.908797,5863.886878,5829.774345,6205.5,2971.842454,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.45774700000004,-38.07671286701072],[144.4576991046246,-38.076718239323974],[144.4576550217013,-38.076733928629864],[144.45761826021726,-38.07675868606571],[144.45759174638346,-38.07679054094761],[144.45757759070926,-38.07682695763438],[144.45757692000336,-38.07686503736228],[144.45758978767446,-38.07690174898521],[144.45761516947363,-38.0769341702538],[144.45765104501888,-38.07695972042787],[144.45769455861472,-38.07697636570552],[144.45774224656628,-38.07698278111628],[144.45779031289322,-38.07697845599076],[144.45783493149585,-38.0769637346108],[144.45787255071903,-38.07693978880398],[144.4579001760683,-38.07690852466447],[144.457915608573,-38.076872430825325],[144.45791761982207,-38.07683438036105],[144.45790604974064,-38.07679740208926],[144.45788181932537,-38.076764439476655],[144.45784685732755,-38.07673811634016],[144.45780394672127,-38.07672052799337],[144.45775650317904,-38.07671307446208],[144.45774700000004,-38.07671286701072]]]}"
71,DP 3A,144.6202461,-38.25136364,3934.983888,1024.057797,3247.644198,2700.934368,3242.095492,2869.112639,2805.01286,3020.986548,3342.63119,3601.693422,3468.506578,3730.627642,2335.269771,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4576121,-38.07628831701073],[144.4575642049026,-38.076293689323975],[144.45752012223522,-38.076309378629865],[144.4574833609646,-38.07633413606572],[144.4574568472847,-38.07636599094762],[144.45744269169268,-38.07640240763438],[144.45744202099067,-38.0764404873623],[144.45745488858708,-38.07647719898521],[144.4574802702389,-38.07650962025381],[144.45751614557588,-38.076535170427874],[144.45755965891914,-38.076551815705535],[144.45760734659387,-38.07655823111628],[144.45765541264177,-38.07655390599077],[144.4577000309854,-38.076539184610795],[144.45773764999018,-38.07651523880399],[144.45776527517907,-38.07648397466448],[144.45778070759417,-38.07644788082534],[144.4577827188316,-38.07640983036106],[144.45777114881733,-38.076372852089264],[144.45774691854274,-38.07633988947666],[144.45771195674786,-38.07631356634017],[144.4576690463907,-38.07629597799338],[144.45762160312387,-38.07628852446208],[144.4576121,-38.07628831701073]]]}"
72,DP 3B,144.6202707,-38.25138933,4021.333333,1024,3428.229554,2898.30248,3326.021405,2918.566578,2892.361529,3129.106732,3465.745202,3765.600531,3564.141718,3892.42486,2391.333333,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4576396,-38.07635477701073],[144.45759170485906,-38.07636014932399],[144.4575476221516,-38.07637583862988],[144.45751086084758,-38.07640059606572],[144.4574843471436,-38.07643245094762],[144.4574701915387,-38.07646886763439],[144.45746952083607,-38.07650694736229],[144.4574823884442,-38.076543658985216],[144.4575077701191,-38.07657608025381],[144.45754364548867,-38.07660163042789],[144.45758715887146,-38.07661827570552],[144.4576348465895,-38.07662469111629],[144.4576829126811,-38.07662036599077],[144.45772753106525,-38.0766056446108],[144.45776515010422,-38.076581698804],[144.45779277531824,-38.076550434664476],[144.45780820774735,-38.07651434082534],[144.4578102189866,-38.076476290361065],[144.4577986489618,-38.07643931208928],[144.4577744186652,-38.07640634947666],[144.45773945683854,-38.07638002634017],[144.4576965464424,-38.07636243799339],[144.45764910313247,-38.07635498446208],[144.4576396,-38.07635477701073]]]}"
73,DP 4A,144.6203202,-38.25145342,4610.594171,1026.336144,5572.744785,5115.329043,4576.109336,4229.613848,4761.612665,5130.992011,5639.715934,5996.470336,5277.498742,6248.824382,2697.406717,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4578794,-38.076591877010735],[144.4578315047038,-38.07659724932398],[144.4577874218534,-38.07661293862987],[144.45775066043024,-38.07663769606572],[144.4577241466403,-38.07666955094762],[144.45770999098949,-38.07670596763439],[144.4577093202847,-38.07674404736229],[144.4577221879345,-38.0767807589852],[144.4577475696917,-38.07681318025381],[144.4577834451776,-38.07683873042787],[144.45782695870147,-38.07685537570553],[144.4578746465741,-38.076861791116286],[144.45792271282153,-38.07685746599078],[144.45796733135035,-38.07684274461081],[144.45800495051128,-38.076818798804],[144.45803257581485,-38.07678753466448],[144.458048008294,-38.07675144082533],[144.45805001953977,-38.07671339036106],[144.4580384494775,-38.07667641208928],[144.45801421910232,-38.076643449476656],[144.4579792571623,-38.076617126340174],[144.45793634662704,-38.07659953799339],[144.4578889031633,-38.07659208446208],[144.4578794,-38.076591877010735]]]}"
74,DP 4B,144.6203499,-38.25148254,4894.676959,1026.891634,5880.969563,5422.783267,4906.574327,4614.848111,5162.202029,5505.653874,5997.002647,6386.265255,5734.250993,6690.082782,2900.071313,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4579027,-38.07665633701073],[144.45785480466157,-38.076661709323986],[144.45781072177235,-38.076677398629876],[144.45777396031676,-38.07670215606572],[144.45774744650345,-38.076734010947625],[144.4577332908402,-38.07677042763439],[144.4577326201348,-38.076808507362294],[144.45774548779596,-38.07684521898521],[144.4577708695755,-38.076877640253805],[144.45780674509302,-38.07690319042788],[144.45785025865524,-38.07691983570553],[144.45789794656994,-38.076926251116284],[144.4579460128597,-38.076921925990774],[144.45799063142786,-38.07690720461081],[144.45802825062194,-38.076883258804],[144.45805587594987,-38.07685199466448],[144.4580713084426,-38.07681590082533],[144.45807331969016,-38.07677785036106],[144.45806174961766,-38.07674087208928],[144.4580375192211,-38.07670790947667],[144.45800255725035,-38.07668158634017],[144.45795964667724,-38.07666399799338],[144.45791220317167,-38.07665654446208],[144.4579027,-38.07665633701073]]]}"
75,DP 5A,144.6201011,-38.25144215,3958.657721,1024.58513,3375.600088,2753.273501,3137.866109,2828.569732,2863.710515,3133.118053,3470.949113,3701.253556,3383.740578,3790.124798,2313.785599,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4577455,-38.07624838701073],[144.45769760492874,-38.07625375932399],[144.45765352228543,-38.076269448629866],[144.45761676103487,-38.07629420606572],[144.45759024736947,-38.07632606094763],[144.45757609178517,-38.0763624776344],[144.4575754210835,-38.07640055736229],[144.45758828867292,-38.07643726898522],[144.45761367031088,-38.07646969025381],[144.45764954562827,-38.07649524042788],[144.45769305894777,-38.07651188570553],[144.45774074659644,-38.07651830111629],[144.45778881261808,-38.07651397599077],[144.45783343093734,-38.0764992546108],[144.4578710499216,-38.076475308804],[144.45789867509544,-38.07644404466448],[144.4579141075021,-38.076407950825335],[144.45791611873844,-38.07636990036105],[144.45790454873045,-38.07633292208928],[144.45788031846908,-38.076299959476664],[144.45784535669333,-38.07627363634017],[144.45780244635958,-38.07625604799338],[144.45775500311865,-38.076248594462086],[144.4577455,-38.07624838701073]]]}"
76,DP 5B,144.6201242,-38.25148136,4139.933421,1024.939727,3639.440241,2999.039889,3208.823728,2916.813756,3048.681772,3341.837073,3671.216014,3936.329667,3494.639537,4016.095908,2413.368529,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4577774,-38.07630462701073],[144.45772950489192,-38.07630999932399],[144.4576854222147,-38.07632568862987],[144.45764866093586,-38.07635044606571],[144.45762214725008,-38.07638230094762],[144.4576079916549,-38.07641871763439],[144.45760732095272,-38.0764567973623],[144.457620188552,-38.07649350898521],[144.4576455702095,-38.07652593025381],[144.45768144555447,-38.07655148042789],[144.45772495890745,-38.07656812570553],[144.4577726465928,-38.07657454111629],[144.45782071265143,-38.07657021599077],[144.45786533100497,-38.0765554946108],[144.45790295001817,-38.076531548804],[144.45793057521323,-38.07650028466447],[144.45794600763173,-38.076464190825334],[144.45794801886962,-38.07642614036106],[144.4579364488528,-38.07638916208927],[144.45791221857277,-38.07635619947666],[144.4578772567701,-38.07632987634017],[144.4578343464034,-38.07631228799338],[144.45778690312596,-38.07630483446209],[144.4577774,-38.07630462701073]]]}"
77,DP 6A,144.6201599,-38.25155352,4888.217558,1027.229194,6176.293563,5436.750773,4862.581382,4794.031227,5494.295183,5735.450582,6187.63706,6559.281779,5816.697304,6693.26646,2773.875829,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4580361,-38.07654458701073],[144.45798820473476,-38.07654995932399],[144.45794412191287,-38.07656564862987],[144.45790736051345,-38.07659040606572],[144.45788084674066,-38.07662226094762],[144.457866691099,-38.076658677634406],[144.45786602039468,-38.0766967573623],[144.4578788880362,-38.07673346898521],[144.45790426977695,-38.07676589025381],[144.4579401452396,-38.07679144042788],[144.45798365873534,-38.07680808570553],[144.45803134657717,-38.07681450111629],[144.4580794127935,-38.07681017599077],[144.4581240312935,-38.0767954546108],[144.4581616504301,-38.07677150880399],[144.4581892757158,-38.07674024466448],[144.45820470818495,-38.07670415082533],[144.45820671942943,-38.07666610036106],[144.45819514937463,-38.07662912208928],[144.45817091901512,-38.076596159476665],[144.45813595709774,-38.07656983634018],[144.4580930465902,-38.07655224799339],[144.45804560315713,-38.07654479446209],[144.4580361,-38.07654458701073]]]}"
78,DP 6B,144.6201951,-38.25158695,5085.740692,1027.44591,6369.462474,5598.964087,5190.227499,5137.525506,5827.359132,5987.308854,6393.12577,6827.08282,6247.527411,6981.929639,2873.045734,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4580823,-38.07658688701072],[144.45803440470706,-38.076592259323974],[144.4579903218597,-38.076607948629864],[144.45795356043902,-38.07663270606571],[144.4579270466509,-38.07666456094762],[144.45791289100106,-38.07670097763438],[144.45791222029632,-38.076739057362296],[144.45792508794528,-38.07677576898521],[144.4579504697007,-38.0768081902538],[144.45798634518414,-38.07683374042787],[144.45802985870506,-38.07685038570552],[144.4580775465745,-38.076856801116286],[144.4581256128186,-38.07685247599077],[144.45817023134435,-38.0768377546108],[144.45820785050273,-38.07681380880398],[144.4582354758044,-38.076782544664475],[144.45825090828254,-38.07674645082533],[144.45825291952812,-38.076708400361056],[144.45824134946668,-38.07667142208927],[144.45821711909312,-38.076638459476655],[144.4581821571555,-38.07661213634017],[144.45813924662318,-38.07659454799338],[144.45809180316266,-38.07658709446208],[144.4580823,-38.07658688701072]]]}"
79,DP 7A,144.619699,-38.25143689,4112.672264,1025.231993,3586.888938,2797.662395,3204.889233,3038.062601,3084.218147,3346.353071,3633.501841,3776.68449,3594.55531,3790.16129,2317.048461,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4579331,-38.076196637010725],[144.4578852049626,-38.07620200932397],[144.45784112235052,-38.07621769862987],[144.45780436112597,-38.076242456065714],[144.45777784747932,-38.07627431094761],[144.45776369190503,-38.076310727634386],[144.45776302120385,-38.07634880736229],[144.45777588878414,-38.076385518985205],[144.45780127040413,-38.076417940253805],[144.45783714569617,-38.07644349042788],[144.45788065898486,-38.076460135705524],[144.4579283465998,-38.07646655111628],[144.45797641258744,-38.076462225990774],[144.45802103087513,-38.076447504610805],[144.45805864983274,-38.076423558803995],[144.45808627498704,-38.07639229466447],[144.45810170738275,-38.07635620082534],[144.45810371861768,-38.07631815036106],[144.4580921486179,-38.07628117208927],[144.45806791837367,-38.07624820947666],[144.45803295662265,-38.07622188634017],[144.45799004631928,-38.07620429799338],[144.45794260311192,-38.076196844462075],[144.4579331,-38.076196637010725]]]}"
80,DP 7B,144.6197419,-38.25146758,4348.000588,1025.908837,3910.70372,3042.405676,3413.738568,3283.623438,3396.545655,3624.14689,3866.202617,4039.188355,3916.088958,4028.245993,2442.952654,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4579659,-38.076247047010725],[144.4579180049296,-38.076252419323986],[144.4578739222871,-38.076268108629876],[144.45783716103722,-38.07629286606572],[144.4578106473723,-38.076324720947625],[144.45779649178826,-38.07636113763439],[144.45779582108662,-38.07639921736229],[144.45780868867578,-38.07643592898521],[144.45783407031328,-38.076468350253805],[144.45786994563002,-38.076493900427884],[144.45791345894872,-38.076510545705524],[144.45796114659652,-38.07651696111628],[144.4580092126173,-38.076512635990774],[144.4580538309357,-38.076497914610805],[144.45809144991932,-38.076473968803995],[144.4581190750926,-38.07644270466448],[144.45813450749898,-38.07640661082533],[144.45813651873527,-38.07636856036107],[144.45812494872757,-38.07633158208928],[144.4581007184666,-38.07629861947666],[144.45806575669147,-38.07627229634017],[144.45802284635852,-38.076254707993385],[144.4579754031185,-38.07624725446209],[144.4579659,-38.076247047010725]]]}"
81,DP 8A,144.619974,-38.2517206,5202.100662,1027.652539,6497.191759,5613.52156,5584.395291,5499.786166,6050.143929,6107.015305,6404.816924,6901.911847,6800.823988,7079.900515,2848.13245,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4582358,-38.076544377010734],[144.45818790473493,-38.076549749323995],[144.4581438219132,-38.07656543862987],[144.45810706051387,-38.07659019606572],[144.45808054674114,-38.07662205094763],[144.45806639109955,-38.076658467634395],[144.45806572039518,-38.076696547362296],[144.45807858803664,-38.07673325898521],[144.45810396977737,-38.07676568025381],[144.45813984523994,-38.07679123042789],[144.45818335873557,-38.076807875705526],[144.45823104657723,-38.07681429111629],[144.45827911279343,-38.07680996599077],[144.45832373129326,-38.07679524461081],[144.45836135042975,-38.076771298804005],[144.4583889757154,-38.07674003466448],[144.45840440818452,-38.07670394082534],[144.458406419429,-38.076665890361056],[144.4583948493742,-38.07662891208928],[144.45837061901474,-38.07659594947667],[144.45833565709748,-38.076569626340174],[144.45829274659005,-38.07655203799339],[144.45824530315716,-38.076544584462084],[144.4582358,-38.076544377010734]]]}"
82,DP 8B,144.6200109,-38.25175701,4317.237419,1025.305654,3583.158822,2753.18058,3497.872262,3175.598283,3119.965068,3322.19701,3571.656898,3748.309355,3892.879663,3754.164298,2366.048845,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4580763,-38.07615471701072],[144.45802840499007,-38.076160089323984],[144.45798432240323,-38.07617577862987],[144.45794756119977,-38.076200536065706],[144.4579210475683,-38.07623239094762],[144.45790689200211,-38.076268807634385],[144.45790622130136,-38.076306887362286],[144.45791908887426,-38.07634359898521],[144.45794447047973,-38.0763760202538],[144.45798034575114,-38.076401570427876],[144.45802385901493,-38.07641821570552],[144.45807154660255,-38.076424631116275],[144.4581196125626,-38.07642030599076],[144.45816423082474,-38.076405584610804],[144.4582018497608,-38.07638163880399],[144.4582294748992,-38.07635037466447],[144.45824490728612,-38.07631428082533],[144.45824691851988,-38.07627623036105],[144.45823534852678,-38.076239252089266],[144.45821111829642,-38.07620628947666],[144.4581761565654,-38.076179966340156],[144.45813324628662,-38.07616237799338],[144.45808580310648,-38.07615492446208],[144.4580763,-38.07615471701072]]]}"
83,DP 9A,144.6195034,-38.25159986,5063.666667,1027.666667,6072.543612,5281.813216,5584.430103,5308.532012,5620.053891,5550.396182,5869.742878,6525.904846,6785.255947,6845.697944,2774,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4583566,-38.07643800701073],[144.45830870480455,-38.076443379323976],[144.45826462204693,-38.07645906862987],[144.45822786070107,-38.07648382606572],[144.45820134696692,-38.07651568094762],[144.45818719134593,-38.07655209763439],[144.45818652064253,-38.0765901773623],[144.45819938826529,-38.07662688898521],[144.45822476996906,-38.07665931025381],[144.45826064537948,-38.07668486042788],[144.45830415881179,-38.07670150570553],[144.4583518465841,-38.07670792111629],[144.45839991273036,-38.07670359599077],[144.45844453116533,-38.0766888746108],[144.45848215024714,-38.076664928804],[144.45850977549256,-38.07663366466448],[144.45852520793926,-38.076597570825335],[144.4585272191808,-38.07655952036106],[144.45851564914284,-38.07652254208927],[144.45849141881862,-38.07648957947666],[144.4584564569522,-38.07646325634017],[144.45841354650722,-38.07644566799339],[144.4583661031433,-38.07643821446208],[144.4583566,-38.07643800701073]]]}"
84,DP 9B,144.6195513,-38.251628,5133.83062,1027.666667,6396.689691,5664.844552,5702.146796,5450.220707,5841.236985,5933.985628,6310.257369,6776.959672,6913.768588,7129.961871,2810.513565,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4583867,-38.076497547010725],[144.4583388047656,-38.076502919323985],[144.45829472197207,-38.07651860862987],[144.45825796059628,-38.076543366065714],[144.45823144684056,-38.07657522094761],[144.45821729120803,-38.07661163763439],[144.45821662050406,-38.07664971736229],[144.45822948813733,-38.076686428985205],[144.45825486986175,-38.0767188502538],[144.45829074530135,-38.07674440042788],[144.45833425876913,-38.076761045705524],[144.45838194658026,-38.07676746111628],[144.4584300127657,-38.07676313599077],[144.45847463123695,-38.076748414610805],[144.45851225034937,-38.076724468803995],[144.45853987561728,-38.07669320466447],[144.4585553080765,-38.07665711082534],[144.4585573193197,-38.076619060361054],[144.45854574927233,-38.076582082089274],[144.45852151892842,-38.07654911947666],[144.45848655703352,-38.07652279634017],[144.45844364655358,-38.076505207993385],[144.45839620315104,-38.07649775446208],[144.4583867,-38.076497547010725]]]}"
